Wall time,Step,Value
1577673070.799055,1,8.628650665283203
1577673237.473535,1,8.481586456298828
1577674716.118031,101,10.089884757995605
1577674862.065374,1,8.488910675048828
1577676389.21551,101,17.556303024291992
1577677853.549648,201,3.988901138305664
1577679284.715661,301,10.591444969177246
1577680725.443271,401,14.605867385864258
1577682136.307885,501,25.441631317138672
1577683566.824887,601,38.15391159057617
1577685060.022399,701,38.38412857055664
1577686521.796451,801,14.108170509338379
1577687956.390192,901,36.14360427856445
1577689457.721125,1001,33.02466583251953
1577690912.51159,1101,34.81776809692383
1577692349.364916,1201,2.524285316467285
1577693855.45927,1301,15.63866138458252
1577695320.29465,1401,12.124629974365234
1577696790.679266,1501,2.8060503005981445
1577698224.299715,1601,5.093039512634277
1577699678.795243,1701,1.3862073421478271
1577701164.424446,1801,5.595513820648193
1577702638.518382,1901,3.812189817428589
1577704096.532137,2001,3.488903284072876
1577705576.352456,2101,1.6992802619934082
1577707030.546579,2201,3.269990921020508
1577708515.352206,2301,3.0027050971984863
1577709955.90007,2401,2.7969729900360107
1577711455.583072,2501,3.8699276447296143
1577712910.180012,2601,24.855607986450195
1577714361.569754,2701,16.047149658203125
1577715807.787504,2801,13.976109504699707
1577717291.583646,2901,6.775663375854492
1577718772.013184,3001,8.332565307617188
1577720250.40187,3101,6.871854305267334
1577721691.035235,3201,5.49182653427124
1577723120.673313,3301,6.816737174987793
1577724568.00255,3401,11.58123779296875
1577726035.383163,3501,16.351909637451172
1577727486.307497,3601,14.117786407470703
1577728951.733208,3701,3.7192678451538086
1577730434.906079,3801,4.7399468421936035
1577731861.955737,3901,3.5111117362976074
1577733352.054991,4001,1.0888807773590088
1577734805.923078,4101,1.030308485031128
1577736241.345833,4201,0.9914575815200806
1577737720.243257,4301,0.8793469667434692
1577739185.239655,4401,0.8238241076469421
1577740644.768601,4501,0.9135881662368774
1577742129.467445,4601,0.8774592280387878
1577743576.772983,4701,0.8749334812164307
1577745061.450003,4801,1.47697114944458
1577746490.337768,4901,1.1626508235931396
1577747964.780158,5001,1.1474864482879639
1577749424.646974,5101,1.1572773456573486
1577750855.227364,5201,3.5118770599365234
1577752329.79397,5301,4.809185981750488
1577753836.093668,5401,2.0290908813476562
1577755325.210487,5501,1.7480814456939697
1577756783.638407,5601,2.101642608642578
1577758264.613846,5701,2.4355430603027344
1577759723.271204,5801,2.6476528644561768
1577761177.642803,5901,2.485807418823242
1577762641.240109,6001,2.3499040603637695
1577764075.30054,6101,5.958018779754639
1577765529.160677,6201,16.84610366821289
1577767002.125701,6301,1.4983410835266113
1577768460.389991,6401,1.1196765899658203
1577769903.479604,6501,1.1832551956176758
1577771367.877754,6601,0.6995549201965332
1577772810.543744,6701,0.7782582640647888
1577774251.523946,6801,0.8344336748123169
1577775710.283333,6901,0.7590879201889038
1577777144.2962,7001,0.7607062458992004
1577778664.959715,7101,0.775843620300293
1577780150.350888,7201,0.9719890356063843
1577781602.717214,7301,0.8946402072906494
1577783033.441215,7401,0.7278392910957336
1577784478.678908,7501,0.8713697791099548
1577785918.337868,7601,0.7315704822540283
1577787399.547465,7701,16.129854202270508
1577788868.007079,7801,2.129106283187866
1577790301.819721,7901,8.677759170532227
1577791746.561943,8001,6.902585506439209
1577793241.00049,8101,1.7094576358795166
1577794726.531431,8201,4.308337688446045
1577796239.081637,8301,2.516908645629883
1577797716.868116,8401,5.640828609466553
1577799186.587037,8501,3.540070056915283
1577800660.571964,8601,10.159645080566406
1577802146.906653,8701,17.083789825439453
1577803633.01694,8801,1.4092262983322144
1577805095.973756,8901,1.4101359844207764
1577806536.647652,9001,1.3464341163635254
1577807977.145656,9101,0.7875347137451172
1577809468.313319,9201,0.6888648867607117
1577810922.0323,9301,0.7487360835075378
1577812400.442331,9401,0.6765195727348328
1577813873.474253,9501,0.7114092111587524
1577815331.010679,9601,0.6923218965530396
1577816793.828027,9701,0.8385738134384155
1577818226.152216,9801,0.8434152603149414
1577819734.837108,9901,0.7054150104522705
1577821229.627201,10001,0.7079789042472839
1577822686.466273,10101,0.7673472166061401
1577824108.75737,10201,0.8143213391304016
1577825580.157247,10301,1.8742215633392334
1577827054.174592,10401,10.793438911437988
1577828526.855669,10501,1.6927043199539185
1577830006.224574,10601,1.7272675037384033
1577831484.584127,10701,1.676588535308838
1577832947.749353,10801,1.848459005355835
1577834413.588026,10901,3.650294065475464
1577835859.594905,11001,1.8666720390319824
1577837260.584782,11101,1.3000184297561646
1577838701.962828,11201,5.742371559143066
1577840158.107672,11301,11.716737747192383
1577841652.504531,11401,1.3994061946868896
1577843109.303058,11501,1.1192295551300049
1577844572.603415,11601,0.9260371923446655
1577846038.265914,11701,0.8168466687202454
1577847491.869216,11801,0.7739846110343933
1577848916.959117,11901,0.6854551434516907
1577850389.618276,12001,0.8345848321914673
1577851884.766289,12101,0.7139424085617065
1577853339.021771,12201,0.8117498159408569
1577854797.558075,12301,0.8050767183303833
1577856262.047266,12401,0.7377830743789673
1577857715.705854,12501,0.7357754111289978
1577859181.79689,12601,1.3928874731063843
1577860662.044659,12701,0.983162522315979
1577862132.139317,12801,4.6928935050964355
1577863619.054273,12901,15.889115333557129
1577865068.098057,13001,8.02822494506836
1577866545.653232,13101,1.4177002906799316
1577868009.536629,13201,1.6728036403656006
1577869453.512517,13301,1.5225646495819092
1577870907.421053,13401,1.9383447170257568
1577872340.573784,13501,1.578099250793457
1577873815.867162,13601,1.4637629985809326
1577875286.478396,13701,5.792935371398926
1577876783.721929,13801,22.89029884338379
1577878246.386213,13901,0.9520796537399292
1577879713.791589,14001,1.1303331851959229
1577881191.342935,14101,1.328424334526062
1577882665.280391,14201,0.719347357749939
1577884128.485846,14301,0.6594792604446411
1577885560.712477,14401,0.7961055636405945
1577887036.413452,14501,0.7170524597167969
1577888523.289714,14601,0.716170608997345
1577889959.783788,14701,0.6982439160346985
1577891393.347489,14801,0.7058893442153931
1577892842.280848,14901,0.8825907707214355
1577894273.018948,15001,0.6615649461746216
1577895755.245421,15101,0.9802787899971008
1577897208.620026,15201,1.0430612564086914
1577898682.612961,15301,0.7790201902389526
1577900141.056,15401,5.8580474853515625
1577901590.302457,15501,7.069496154785156
1577903030.985091,15601,2.168761968612671
1577904532.777444,15701,2.951294183731079
1577905992.317431,15801,2.1018877029418945
1577907478.015614,15901,1.8645416498184204
1577908938.531638,16001,4.363631248474121
1577910431.392439,16101,1.786949872970581
1577911888.94568,16201,3.617377758026123
1577913352.428535,16301,2.99592924118042
1577914887.455535,16401,10.432672500610352
1577916366.142655,16501,0.9889729619026184
1577917816.891645,16601,0.990982174873352
1577919257.467456,16701,0.9531704187393188
1577920708.207491,16801,0.7490270137786865
1577922199.194995,16901,0.7614079713821411
1577923669.728283,17001,0.8277593851089478
1577925150.738441,17101,0.7335607409477234
1577926611.181602,17201,0.6811174154281616
1577928076.873451,17301,0.7025425434112549
1577929554.045114,17401,0.807968258857727
1577931038.869545,17501,0.7330135107040405
1577932516.863812,17601,0.6778062582015991
1577933990.323994,17701,0.8450796604156494
1577935487.267516,17801,0.7173408269882202
1577936924.339617,17901,4.065995216369629
1577938369.021035,18001,6.29001522064209
1577939868.472449,18101,6.885890960693359
1577941354.137118,18201,5.836470603942871
1577942789.841196,18301,1.284189224243164
1577944223.526229,18401,1.238542079925537
1577945668.446334,18501,1.821326494216919
1577947142.055768,18601,5.546947956085205
1577948622.098905,18701,1.1890708208084106
1577950059.722011,18801,4.761613368988037
1577951554.606605,18901,17.68667984008789
1577953009.906552,19001,0.8150085210800171
1577954487.987898,19101,0.9619153738021851
1577955985.495823,19201,1.0239086151123047
1577957448.296542,19301,0.6710232496261597
1577958937.357326,19401,0.7389261722564697
1577960423.54649,19501,0.7303763031959534
1577961891.371371,19601,0.7920743227005005
1577963353.164892,19701,0.7075849771499634
1577964786.179349,19801,0.6467088460922241
1577966241.499286,19901,0.7002130150794983
1577967702.607536,20001,0.6857211589813232
1577969197.626395,20101,0.7160533666610718
